,input,target
964,впрочем я здоров только пить ни есть не хочется и сахарные яства на ум нейдут,C S C S S S S S C S S S S S P
965,зло велико преужасно,S C P
966,батюшку милостивого государя прошу о родительских молитвах а праведную евпраксию нередко поминаю,C S C S S S C S S S S P
967,ух дурно,C P
968,в самом деле положение дел было ужасно,S S C S S S P
969,общее возмущение башкирцев калмыков и других народов рассеянных по тамошнему краю отовсюду пресекало сообщение,S S C S S S C S S S C S S P
970,войско было малочисленно и ненадежно,S S S S P
971,начальники оставляли свои места и бежали завидя башкирца с сайдаком или заводского мужика с дубиною,S S S S S C S S S S S S S S P
972,зима усугубила затруднения,S S P
973,степи покрыты были глубоким снегом,S S S S P
974,невозможно было двинуться вперед не запасшись не только хлебом но и дровами,S S S C S S S S C S S P
975,селения были пусты главные города в осаде другие заняты шайками бунтовщиков заводы разграблены и выжжены чернь везде волновалась и злодействовала,S S C S S S C S S S C S S S C S S S S P
976,войска посланные изо всех концов государства подвигались медленно,C S S S S C S P
977,зло ничем не прегражденное разливалось быстро и широко,C S S C S S S P
978,от илецкого городка до гурьева яицкие казаки бунтовали,S S S S S S S P
979,губернии казанская нижегородская и астраханская были наполнены шайками разбойников пламя могло ворваться в самую сибирь в перми начинались беспокойства,S C S S S S S S C S S S S S C S S S P
980,екатеринбург был в опасности,S S S P
981,киргиз-кайсаки пользуясь отсутствием войск начали переходить через открытую границу грабить хутора отгонять скот захватывать жителей,C S S C S S S S C S C S C S P
982,закубанские народы шевелились возбуждаемые турцией даже некоторые из европейских держав думали воспользоваться затруднительным положением в коем находилась тогда россия,S S C S C S S S S S S S S C S S S S P
983,виновник сего ужасного смятения привлекал общее внимание,S S S S S S P
984,в европе принимали пугачева за орудие турецкой политики,S S S S S S S P
985,несмотря на свое презрение к разбойнику императрица не упускала ни одного средства образумить ослепленную чернь,S S S S S C S S S S S S S S P
986,разосланы были всюду увещевательные манифесты обещано десять тысяч рублей за поимку самозванца,S S S S C S S S S S S P
987,особенно опасались сношений яика с доном,S S S S S P
988,атаман ефремов был сменен а на его место избран семен сулин,S S S C S S S S S S P
989,послано в черкасск повеление сжечь дом и имущество пугачева а семейство его безо всякого оскорбления отправить в казань для уличения самозванца в случае поимки его,S S S S S S S S C S S C S S C S S C S S S S S S P
990,донское начальство в точности исполнило слова высочайшего указа дом пугачева находившийся в зимовейской станице был за год пред сим продан его женою пришедшею в крайнюю бедность и уже сломан и перенесен на чужой двор,S S S S S S S C S C S S S C S S S S S S S C S S S C S S S S S S S P
991,его перевезли на прежнее место и в присутствии духовенства и всей станицы сожгли,S S S S S S S S S S S S P
992,палачи развеяли пепел на ветер двор окопали и огородили оставя на веки в запустении как место проклятое,S S S S C S S S C S S S S C S S P
993,начальство от имени всех зимовейских казаков просило дозволения перенести их станицу на другое место хотя бы и менее выгодное,C S S S S C S S S S S S S C S S S S P
994,государыня не согласилась на столь убыточное доказательство усердия и только переименовала зимовейскую станицу в потемкинскую покрыв мрачные воспоминания о мятежнике славой имени нового уже любезного ей и отечеству,S S S S S S S S S S S S S S C S S S S S S S C S S S S P
995,жена пугачева сын и две дочери были отосланы в казань куда отправлен и родной его брат служивший казаком во второй армии,S C S S S S S S S C S S S S S C S S S S P
996,между тем отобраны следующие подробные сведения о злодее колебавшем государство,S S S S S S S C S P
997,емельян пугачев зимовейской станицы служилый казак был сын ивана михайлова умершего в давних годах,S C S S S C S S S C S S S P
998,он был сорока лет от роду росту среднего смугл и худощав волосы имел темно-русые бороду черную небольшую и клином,S S S S S C S C S S C S S C S C S S P
999,верхний зуб был вышибен еще в ребячестве в кулачном бою,S S S S S S C S S P
1000,на левом виску имел он белое пятно а на обеих грудях знаки оставшиеся после болезни называемой черною немочью,S S S S S S C S S S S C S S C S S P
1001,он не знал грамоты и крестился по-раскольничьи,S S S S S S P
1002,лет тому десять женился он на казачке софье недюжиной от которой имел пятеро детей,S S S S S S S S C S S S S P
1003,в 1770 году был он на службе во второй армии находился при взятии бендер и через год отпущен на дон по причине болезни,S S S S S S S S S C S S S S S S S S S S S S P
1004,он ездил для излечения в черкасск,S S S S S P
1005,по его возвращении на родину зимовейский атаман спрашивал его на станичном сбору откуда взял он карюю лошадь на которой приехал домой,S S S S S S S S S S S C S S S S C S S S Q
1006,пугачев отвечал что купил ее в таганроге но казаки зная его беспутную жизнь не поверили и послали его взять тому письменное свидетельство,S C S S S S C S C S S S C S S S S S S S S P
1007,пугачев уехал,S P
1008,между тем узнали что он подговаривал некоторых казаков поселенных под таганрогом бежать за кубань,S S C S S S S C S S C S S P
1009,положено было отдать пугачева в руки правительству,S S S S S S P
1010,возвратясь в декабре месяце он скрывался на своем хуторе где и был пойман но успел убежать скитался месяца три неведомо где наконец в великом посту однажды вечером пришел тайно к своему дому и постучался в окошко,S S S C S S S S C S S S C S S C S S S S C C S S C S S S S S S S S S S P
1011,жена впустила его и дала знать о нем казакам,S S S S S S S S P
1012,пугачев был снова пойман и отправлен под караулом к сыщику старшине макарову в нижнюю чирскую станицу а оттуда в черкасск,S S S S S S S S S C S C S S S C S S S P
1013,с дороги он бежал опять и с тех пор уже на дону не являлся,S S S S S S S S S S S S S P
1014,из показаний самого пугачева в конце 1772 года приведенного в канцелярию дворцовых дел известно уже было что после своего побега скрывался он за польской границей в раскольничьей слободе ветке потом взял паспорт с добрянского форпоста сказавшись выходцем из польши и пробрался на яик питаясь милостыней,S S S C S S S S S S S S C S S C S S S S S S S S C S S S C S S S S S C S S S C S S S C S P
1015,все сии известия были обнародованы между тем правительство запретило народу толковать о пугачеве коего имя волновало чернь,S S S S C S S S S S S S C S S S P
1016,сия временная полицейская мера имела силу закона до самого восшедствия на престол покойного государя когда разрешено было писать и печатать о пугачеве,S S S S S S S S S S S S S C S S S S S S S P
1017,доныне престарелые свидетели тогдашнего смятения неохотно отвечают на вопросы любопытных,S S S S S S S S S P
1018,рейнсдорп потеряв надежду победить пугачева силой оружия пустился в полемику не весьма приличную,C S S S S S C S S S S S P
1019,в ответ на дерзкие увещания самозванца он послал ему письмо со следующею надписью пресущему злодею и от бога отступившему человеку сатанину внуку емельке пугачеву,S S S S S S S S S S S S C S S S S S S C S C S P
1020,секретари пугачева не остались в долгу,S S S S S P
1021,помещаем здесь письмо падурова как образец канцелярского его слога,S S S C S S S S P
1022,оренбургскому губернатору сатанину внуку дьявольскому сыну,S C S C S P
1023,прескверное ваше увещевание здесь получено за что вас яко всескверного общему покою ненавистника благодарим,S S S S C S S C S S S S C P
1024,да и сколько ты себя по действу сатанину ни ухищрял однако власть божию не перемудришь,S S S S C S S C S C S S S S P
1025,ведай мошенник известно сколько ты ни пробовал своего всескверного счастия однако счастие ваше служит единому твоему отцу сатане,C C C S S S S S S C S S S S S S C P
1026,разумей бестия хотя ты по действу сатанину во многих местах капканы и расставил однако ваши труды остаются вотще а на тебя здесь хотя веревочных не станет петель а мы у мордвина хоть гривну дадим мочальных да на тебя веревку свить можем не сумневайся мошенник из б сделан,C C S S S S S S S S S S C S S S S C S S S S S S S S C S S S C S S C C S S S S S C S C C S S P
1027,наш всемилостивейший монарх аки орел поднебесный во всех армиях на один день бывает а с нами всегда присутствует,S S C S S C S S S S S S C S S S S P
1028,да и б мы вам советовали оставя свое невредие прийти к нашему чадолюбивому отцу и всемилостивейшему монарху егда придешь в покорение сколько твоих озлоблений ни было не только во всех извинениях всемилостивейше прощает да и сверх того вас прежнего достоинства не лишит а здесь не безызвестно что вы и мертвечину в честь кушаете и тако объявя вам сие да и пребудем по склонности вашей ко услугам готовы,S S S S S C S S C S S S S S S S C S S S C S S S S C S S S S S S C S S S S S S S S C S S S C S S S S S S C S S S S C S S S S S S S S P
1029,февраля 23 дня 1774 года,S S S S P
1030,я не имел случая читать эту речь,S S S S S S P
1031,помещаем письмо сочиненное также державиным по тому же поводу всеавгустейшая государыня премудрая и непобедимая императрица,S C S S S S S S C S C S S S EX
1032,дражайшее нам и потомкам нашим неоцененное слово сей приятный и для позднейшего рода казанского дворянства фимиам сей глас радости вечной славы нашей и вечного нашего веселия в высочайшем вашего императорского величества к нам благоволения слыша кто бы не получил из нас восторга в душу свою чье бы не возыграло сердце о толиком благополучии своем,S S S S S S C S S S S S S S S C S S C S S S S S S C S S S S S S S S C S S S S S S S S S C S S S S S S S S Q
1033,облиста нас в скорби нашей и печали свет милосердия твоего,S S S S S S S S S EX
1034,а потому если бы кто теперь из нас не радовался тот бы поистине еще худо изъявил усердие свое отечеству и вашему императорскому величеству даянием некоторой части имения своего на составление корпуса нашего,S C S S S S S S S C S S S S S S S S S S S S C S S S S S S S S P
1035,и бысть угодна наша жертва пред тобою се счастие наше се восхищение душ наших,S S S S S S C S S C S S S EX
1036,но всемилостивейшая государыня ваше императорское величество обыкнуть соизволили взирать на малые знаки усердия как на великие изливая окрест престола щедроты благоутробия своего изливаете оные и в страны отдаленные осиявая лучами милости своея всех купно и всех везде своим человеколюбием милуете а потому конечно и посильное даяние долга нашего собственно самим же нам нужное ваше императорское величество толь милостиво и благоугодно от нас приять соизволили,C S C S S S S S S S S S C S S C S S S S S C S S S S S C S S S S S S S S S S S C S C C S S S S C S S S S C S S C S S S S S S S P
1037,сей есть прямо образ мысли благородных ваше императорское величество в честь нам сказать изволили,S S S S S C S S S S S S S P
1038,что ж мы из сего высочайшего нам признания заключить должны,S S S S S S S S S Q
1039,не сущее ли одно токмо матернее побуждение к исполнению долга нашего не милосердие ли одно,S S S S S S S S S S C S S S Q
1040,за то мы похвалу получаем что истинное дело наше,S S S S C S S S EX
1041,но кроме особливыя и заслугу превышающий почести хвалится ли за то священнослужитель что он всенародно бога молит,C S S S S S C S S S S C S S S S Q
1042,кроме неописанныя вашего императорского величества к нам милости достойны ли и дворяне за то похвалы особливой что они хотят защищать свое отечество,S S S S S S S C S S S S S S S C S S S S S Q
1043,они суть щит его они подпора престола царского,S S S C S S S P
1044,пепел предков наших вопиет к нам и зовет нас на поражение самозванца,S S S S S S S S S S S P
1045,глас потомства уже укоряет нас что в век преславной великой екатерины могло возникнуть зло сие кровь братий наших еще дымящаяся устремляет нас на истребление злодея,S S S S C S S S C S S S S S C S S C S C S S S S P
1046,что ж мы медлили,S S S Q
1047,чего давно недоставало нам дабы совокупно поставить грудь свою противу хищника,S S S C S S S S S S Q
1048,ежели душа у дворянина есть то все у него есть ко ополчению,S S S S C S S S S S S P
1049,чего ж недоставало не усердия ли нашего,S S C S S S Q
1050,нет мы давно горели им мы давно собиралися и хотели пренебречь жизнь свою а теперь по милости вашего императорского величества есть у нас и согласитель мыслей наших,C S S S C S S S S S S S C S C S S S S C S S S S S S P
1051,руководством его составился у нас корпус,S S S S S P
1052,избранный в нем начальник трудится товарищи его усердствуют всё в порядке,S S S S C S S C S S P
1053,имение наше готово на пожертвование кровь наша на излияние души наши на положение умрем кто не имеет мыслей сих тот не дворянин,S S S S C S S S C S S S C C S S S S C S S P
1054,но сколь ни велик восторг должности нашей сколь ни жарко рвение сердец наших однако слабы бы были силы наши на истребление гнусного врага нашего если б ваше императорское величество не ускорили войсками своими в защищение наше а паче всего присылкою к нам его высокопревосходительства александра ильича бибикова,S S S S S S C S S S S S C S S S S S S S S S S C S S S S S S S S S S S C S S S S S S S S S S P
1055,он приездом своим рассыпал туман уныния носящегося над градом здешним,S S S S S C S S S P
1056,он ободрил души наши,S S S P
1057,он укрепил сердца колеблющиеся в верности богу отечеству и тебе всемилостивейшая государыня словом сказать он оживотворил страну почти умирающую,S S C S S S C S S C S C S C S S C S P
1058,величие монарха паче познается в том что он умеет разбирать людей и употреблять их во благовремении то и в сем не оскудевает вашего императорского величества тончайшее проницание на сей случай здесь надобен министр воин судия чтитель святыя веры,S S S S S C S S S S S S S S S C S S S S S S S S S S C S S S S S C C C S S P
1059,по прозорливому вашего императорского величества изволению мы всё сие в александре ильиче бибикове видим за всё сие из глубины сердец наших любомудрой душе твоей восписуем благодарение,S S S S S C S S S S S S S C S S S S S S S S S S S P
1060,но едва успеваем сказать здесь всемилостивейшая государыня вашему императорскому величеству крайние чувствия искренности нашей за милости твои едва успеваем воскурить пред образом твоим великая императрица нам священным и нам любезным кадило сердец наших за благоволения твои уже мы слышим новый глас новые от тебя радости нового нам твоего великодушия и снисхождения,S S S S C S C S S S S S S S S S C S S S S S C S C S S S S C S S S S S C S S S S C S S S S S S S S S P
1061,что ты с нами делаешь в трех частях света владычество имеющая славимая в концах земных честь царей украшение корон из боголепия величества своего из сияния славы своея снисходишь и именуешься нашею казанскою помещицею,S S S S C S S S S S C S S S C S C S C S S S C S S S C S S S S S EX
1062,о радости для нас неизглаголанной о счастия для нас нескончаемого се прямо путь к сердцам нашим се преславное превозношение праху нашего и потомков наших,S S S S C S S S S C S S S S S C S S S S S S S P
1063,та которая дает законы полвселенной подчиняет себя нашему постановлению та которая владычествует нами подражает нашему примеру тем ты более тем ты величественнее,C S S S C S S S C C S S C S S C S S C S S P
1064,итак исполнением долга нашего хотя мы не заслуживаем особливого вашего императорского величества нам признания любезного и нам дражайшего товарищества твоего однако высочайшую волю твою разверстым принимаем сердцем и почитаем благополучием начертаваем неоцененные слова благоволения твоего с благоговением в память нашу,C S S S S S S S S S S S S C S S S S S C S S S S S S S S S C S S S S S S S S S P
1065,признаем тебя своею помещицею принимаем тебя в свое сотоварищество,S S S C S S S S P
1066,когда угодно тебе равняем тебя с собою,S S C S S S P
1067,но за сие ходатайствуй и ты за нас у престола величества твоего,S S S S S S S S S S S P
1068,ежели где силы наши слабы совершить усердие наше помогай нам и заступай нас у тебя,S S S S S S S C S S S S S S P
1069,мы более на тебя нежели на себя надеемся,S S S C S S C P
1070,великая императрица чем же воздадим мы тебе за твою матернюю любовь к нам за сии твои несказанные нам благодеяния,S C S S S S S S S S S S C S S S S S Q
1071,наполняем сердца наши токмо вящим воспламенением искоренять из света злобу царства твоего недостойную,S S S S S S S S S C S S P
1072,просим царя царей да подаст он нам в том свою помощь а вашему императорскому величеству истинной матери отечества с любезным вашего императорского величества сыном с сею бесценною надеждой нашею и с дражайшею его супругою в безмятежном царстве многие лета благоденствия,S S C S S S S S S S C S S S C S S C S S S S S C S S S S C S S S S C S S C S S P
1073,см в приложении письмо бибикова к графу чернышеву от 21 января 1774 года,S S S S S S S S S S S S P
1074,января того же году писал он к философову терпение мое час от часу становится короче в ожидании полков ибо ежечасно получаю страшные известия с другой же стороны что башкирцы с всякою сволочью партиями разъезжают заводы и селения грабят и делают убийства,S S S S S S S C S S S S S S S S S C S S S S C S S S C S S S S S S C S S S S S S P
1075,воеводы и начальники отовсюду бегут с устрашением и глупая чернь охотно на обольщение злодейское бежит навстречу к ним же,S S S S S S C S S S S S S S S S S S P
1076,не могу тебе мой друг подробно описать бедствие и разорение здешнего края следовательно суди и о моем по тому положении,S S C S C S S S S S S C C S S S S S S P
1077,скареды и срамцы здешние гарнизоны всего боятся никуда носа не смеют показать сидят по местам как сурки и только что рапорты страшные присылают,S S S S S S C S S S S C S S C S C S S S S S P
1078,пугачевские дерзости и его сообщников из всех пределов вышли всюду посылают манифесты указы,S S S S S S S S C S S C P
1079,день и ночь работаю как каторжный рвусь надседаюсь и горю как в огне адском но варварству предательств и злодейству не вижу еще перемены не устает злость и свирепство а можно ли от домашнего врага довольно охраниться всё к измене злодейству и к бунту на скопищах,S S S S S C C S S S S S S C S S S S S S S S C S S S S C S S S S S S S C S S C S S S S S P
1080,бог один всемогущ обратит всё сие в лучшее,S S C S S S S P
1081,я при моих заботах непрестанно его прошу и проч,S S S S S S S S P
1082,помещаем здесь показания жены пугачева софьи дмитриевой в том виде как они были представлены в военную коллегию,S S S S C S C S S C S S S S S S P
1083,описание известному злодею и самозванцу какого он есть свойства и примет учиненное по объявлению жены его софьи дмитриевой,S S S S C S S S S S C S S S S S S P
1084,1 мужа ее войска донского зимовейской станицы служилого казака зовут емельян иванов сын прозывается пугачевым,S S C S C S S S C S S S C S P
1085,2 отец его родной был той же зимовейской станицы служилый казак иван михайлов сын пугачев же который в давних годах умре,S S S S S S S S S S C S S S S C S S S S P
1086,3 тому мужу ее ныне от роду будет лет сорок лицом сухощав во рту верхнего спереди зуба нет который он выбил саласками34 еще в малолетстве в игре а от того времени и доныне не вырастает,S S S S S S S S S C S C S S S S S C S S S C S S S S C S S S S S S S P
1087,на левом виску от болезни круглый белый признак от лица совсем отменный величиною с двукопеечник на обеих грудях назад тому третий год были провалы отчего и мнит она что быть надобно признакам же,S S S S S S S C S S S S S S C S S C S S S C S C S S S C S S S S P
1088,на лице имеет желтые конопатины сам собою смугловат волосы на голове темно-русые по-казацки подстригал росту среднего борода была клином черная небольшая,S S S S C S S C S S S S S C S C S S S C P
1089,4 веру содержал истинно православную в церковь божию ходил исповедался и святых таин приобщался на что и имел отца духовного зимовейской же станицы священника федора тихонова а крест ко изображению совокуплял большой с двумя последними пальцами,S S S S C S S S C S S S S C S S S S S C S S S S S C S S S S S S S S S P
1090,5 женился тот муж ее на ней и она шла оба первобрачные назад тому лет с 10 и с которым и прижили детей пятерых из коих двое померли а трое и теперь в живых,S S S S S S C S S C S C S S S S C S S S S S S C S S S C S S S S S P
1091,первый сын трофим десяти лет да дочери вторая аграфена по седьмому году а третья христина по четвертому году,S S S S C S S S S S S C S S S S S P
1092,6 оный же муж ее назад тому три года послан на службу во вторую армию где и был два года и оттуда ныне другой год за грудною болезнию о которой выше значит по весне отпущен а посему и был в доме одно лето в которую бытность и нанял вместо себя в службу в бахмуте на донце казака а как его звать и прозвания да и где теперь находится не знает; а после сего7,S S S S C S S S C S S S S S C S S S S C S C S S C S S C S S S C S S C S S S S S S S C S S S S S S S S S S S S S C S S S S S C S S S S C S C S S S
1093,в октябре месяце 772 года он оставивши ее с детьми неведомо куда бежал и где был и какие от него происходили дела об ином как он ничего не сказывал так и сама не знала а8,S S S S S C S S S C S S C S S C S S S S S C S C S S S S C S S S S C S
1094,773 года в великом посту тот муж ее тайным образом пришел к хуторскому их дому вечером под окошко которого она и пустила но того ж самого часа объявила казакам а они взявши его повели к станичному атаману а он-де отправил в верхнюю чирскую станицу к старшине но о имени его не упомнит а оттуда в черкасский но не довезя однако ж до оного в цымлянской станице бежал и потому где теперь находится не ведает,S C S S C S S S S S S S S S S S S C S S S C S S S S S S C S C S C S S S C S S S S S S S S C S S S S S C S S S C S S C S C S C S S S S S C S S C S P
1095,9 во время ж той мужа ее поимки сказывал он атаману и на сборе всем казакам что был в моздоке но что делал потому ж не знает,S S S S S S S S S S S S S S S C S S S C S S C S S S P
1096,10 писем он к ней как с службы из армии так и из бегов своих никогда не присылывал да и чтоб в станицу их или к кому другому писал об оном не знает он же вовсе и грамоте не умеет,S S S S S S S S S C S S S S S S S C S S S S S S S S S S C S S S C S S S S S S P
1097,11 что же муж ее точно есть упоминаемый емельян пугачев то сверх ее самоличного с детьми сознатия и уличения могут в справедливость доказать и родной его брат зимовейской же станицы казак дементий иванов сын пугачев да и родные ж сестры из коих первая ульяна иванова коя ныне находится в замужестве той же станицы за казаком федором григорьевым по прозванию брыкалиным а вторая федосья иванова которая также замужем за казаком из прусак симоном никитиным а прозвания не знает кой ныне жительство имеет в азове которые все мужа ее также знают довольно,S S S S S S S S S C S S S S S S S S C S S S S S S S C S S S S S S S C S S S S C S S S S C S S S S S S S S S S S C S S C S S S C S S S S S S S S C S S S C S S S S S C S S S S S S P
1098,12 речь и разговоры муж ее имел по обыкновению казацкому а иностранного языка никакого не знал,S S S S S S S S S C S S S S S P
1099,13 домом они жили в зимовейской станице своим собственным который по побеге мужа продала за 24 руб за 50 коп,S S S S S S S S C S S S S S S S S S S P
1100,есауловской станицы казаку ереме евсееву на слом который его в ту есауловскую станицу по сломке и перевез а ныне особою командою паки в зимовейскую станицу перевезен и на том же месте где он стоял и они жили сожжен а хутор их состоящий так же неподалеку зимовейской станицы сожжен же,S S S S S S C S S S S S S S S S C S S S S S S S S S S S S S C S S S S S C C S S C S S S S S C S P
1101,14 сама же та пугачева жена казачья дочь и отец ее был есауловской станицы служилый казак дмитрий по прозванию недюжин а отчества не припомнит потому что она после него осталась в малолетстве и после ж которого остались и теперь вживе находятся дочери его а ей сестры родные первая анна дмитриева в замужестве есауловской станицы за казаком фомою андреевым по прозванию пилюгиным который и находится в службе тому ныне 8-й год а в которой армии не знает,S S S S S C S C S S S S S S S C C S S C S S S C S S S S S S S C S S S S S S S S S S C S S S C S S C S S S S S S S C S S C S S S S S S S S C S S S C S P
1102,вторая василиса дмитриева в замужестве также есауловской станицы за казаком григорием федоровым по прозванию махичевым да третий сын отца ее а ей брат родной иван дмитриев по прозванию недюжин живет в есауловской же станице служилым казаком и по отъезде ее в здешнее место был при доме своем и к наряду в службу в готовности,S S C S S S S S S S S C S S C S S S S C S S S S S C S S C S S S S S S S S S S S S S S S S S S S S S S S S P
1103,прилагаю не менее любопытное извлечение из показания бывшего в 1771 году зимовейской станицы атаманом отставного казака трофима фомина в 1771 году в феврале месяце емельян пугачев отбыл в город черкасск для излечения болезни со взятым у меня станичным билетом и через месяц возвратился на карей лошади,S S S S S S S S S S S S S S S S S C S S C S S C S S S S S S S S C S S S S S C S S S S S S P
1104,на допрос мой где он ее достал отвечал он на станичном сборе что купил в таганрожской крепости конного казацкого полку у казака василья кусачкина,S S C S S S C S C S S C S S S S S S S S S S S P
1105,но казаки не поверя ему послали его взять письменный вид от ротного командира,S C S S C S S S S S S S P
1106,пугачев и поехал но пред его возвращением зять его прусак бывший зимовейской станицы казак а ныне состоящий в таганрогском казацком полку явился у нас и на станичном сборе показал что он с женою и василий кусачкин да еще третий по уговору пугачева бежали за кубань на куму-реку где он побыв малое время оставил их и возвратился на дон,S S C S S S S S C C S S S C S S S S S S C S S S S S S S C S S S S S S C S S C S S C S S S S C S C S S C S S S S S P
1107,почему и отправил я при станичном рапорте в черкасск прусака с женою и родною ее матерью по причине их побега,S S S S S S S S S S S S S S S C S S S P
1108,в декабре того же года пугачев был пойман в его хуторе и содержался под караулом,S S S S S S S S S S S S S S P
1109,намерен был я его как праздношатающегося выдать находящемуся тогда в сыске и высылке беглых всякого звания людей старшине михайле макарову,S S S C S C S S S S S S S S S S C S S P
1110,но пугачев со станичной избы из-под караула бежал и уже чрез три месяца на том же хуторе пойман и показал на станичном сборе что был в моздоке почему при рапорте и послан мною к старшине макарову в нижнюю черкасскую станицу а сей чрез нашу станицу послал уже его при рапорте в черкасск,S S S S S S S S S S S S S S S S S S S S S S C S S S C S S S S S S S S S S S S C S S S S S S S S S S S P
1111,когда его провели увидя по подорожной что послан он был в колодке которой на нем уже не было приказал я ему набить другую и отослал его в верхнюю курмоярскую станицу от которой в принятии оного пугачева расписку получил,S S C S S C S S S S S C S S S S S C S S S S S S S S S S S C S S S S S S S P
1112,через две недели спустя от старшины макарова по всем станицам прислано было объявление что оный пугачев бежал с дороги и не иначе ежели явится где изловить а как он бежал не знаю,S S S S S S S S S S S S C S S S S S C S S S S S C C S S S C S P
1113,за неумением грамоте василий ермолаев руку приложил,S S C S S S P
1114,распоряжения бибикова,S P
1115,первые успехи,S P
1116,взятие самары и заинска,S S S P
1117,державин,P
1118,михельсон,P
1119,продолжение осады яицкого городка,S S S P
1120,свадьба пугачева,S P
1121,разорение илецкой защиты,S S P
1122,смерть лысова,S P
1123,сражение под татищевой,S S P
1124,бегство пугачева,S P
1125,казнь хлопуши,S P
1126,освобождение оренбурга,S P
1127,пугачев разбит вторично,S S P
1128,сражение при чесноковке,S S P
1129,освобождение уфы и яицкого городка,S S S S P
1130,смерть бибикованаконец войска отовсюду посланные противу пугачева стали приближаться к месту своего назначения,S S C S S S C S S S S S P
