,input,target
1419,заячий тулупчик совсем новешенький а он бестия его так и распорол напяливая на себя,S S S C S C C S S S C S S EX
1420,я изумился,S P
1421,в самом деле сходство пугачева с моим вожатым было разительно,S S S S S S S S S P
1422,я удостоверился что пугачев и он были одно и то же лицо и понял тогда причину пощады мне оказанной,S C S S S S S S S S S C S S S S C S P
1423,я не мог не подивиться странному сцеплению обстоятельств детский тулуп подаренный бродяге избавлял меня от петли и пьяница шатавшийся по постоялым дворам осаждал крепости и потрясал государством,S S S S S S S C S C S C S S S C S C S S S C S S S S EX
1424,не изволишь ли покушать спросил савельич неизменный в своих привычках,S S S C S C S S S P
1425,дома ничего нет пойду пошарю да что-нибудь тебе изготовлю,S S C S S S S S P
1426,оставшись один я погрузился в размышления,S C S S S P
1427,что мне было делать,S S S Q
1428,оставаться в крепости подвластной злодею или следовать за его шайкою было неприлично офицеру,S S C S C S S S S S S S P
1429,долг требовал чтобы я явился туда где служба моя могла еще быть полезна отечеству в настоящих затруднительных обстоятельствах,S C S S S C S S S S S S S S S S S P
1430,но любовь сильно советовала мне оставаться при марье ивановне и быть ей защитником и покровителем,S S S S S S S S S S S S S S P
1431,хотя я и предвидел скорую и несомненную перемену в обстоятельствах но все же не мог не трепетать воображая опасность ее положения,S S S S S S S S S C S S S S S S C S S S P
1432,размышления мои были прерваны приходом одного из казаков который прибежал с объявлением что-де великий государь требует тебя к себе,S S S S S S S C S S S C S S S S S S P
1433,где же он спросил я готовясь повиноваться,S S C S C S P
1434,в комендантском отвечал казак,S C S P
1435,после обеда батюшка наш отправился в баню а теперь отдыхает,S S S S S S C S S P
1436,ну ваше благородие по всему видно что персона знатная за обедом скушать изволил двух жареных поросят а парится так жарко что и тарас курочкин не вытерпел отдал веник фомке бикбаеву да насилу холодной водой откачался,C S C S S C S S C S S S S S S C S S S C S S S S S C S S S S S S S S P
1437,нечего сказать все приемы такие важные,S C S S S P
1438,а в бане слышно показывал царские свои знаки на грудях на одной двуглавый орел величиною с пятак а на другой персона его,S S C C S S S S S C S S S C S S C S S S S P
1439,я не почел нужным оспоривать мнения казака и с ним вместе отправился в комендантский дом заранее воображая себе свидание с пугачевым и стараясь предугадать чем оно кончится,S S S S S S S S S S S S S S C S S S S S S S S C S S P
1440,читатель легко может себе представить что я не был совершенно хладнокровен,S S S S C S S S S S P
1441,начинало смеркаться когда пришел я к комендантскому дому,S C S S S S S P
1442,виселица с своими жертвами страшно чернела,S S S S S P
1443,тело бедной комендантши все еще валялось под крыльцом у которого два казака стояли на карауле,S S S S S S S C S S S S S S P
1444,казак приведший меня отправился про меня доложить и тотчас же воротившись ввел меня в ту комнату где накануне так нежно прощался я с марьей ивановною,C S C S S S S C S S C S S S S C S S S S S S S S P
1445,необыкновенная картина мне представилась за столом накрытым скатертью и установленным штофами и стаканами пугачев и человек десять казацких старшин сидели в шапках и цветных рубашках разгоряченные вином с красными рожами и блистающими глазами,S S S C S C S S S S S S C S S S S S S C S S S S C S C S S S S S P
1446,между ими не было ни швабрина ни нашего урядника новобраных изменников,S S S S S C S S C S P
1447,а ваше благородие сказал пугачев увидя меня,C S C S C S P
1448,добро пожаловать честь и место милости просим,S C S S C S P
1449,собеседники потеснились,S P
1450,я молча сел на краю стола,S S S S S P
1451,сосед мой молодой казак стройный и красивый налил мне стакан простого вина до которого я не коснулся,S C S C S S C S S S S C S S S S P
1452,с любопытством стал я рассматривать сборище,S S S S S P
1453,пугачев на первом месте сидел облокотясь на стол и подпирая черную бороду своим широким кулаком,S S S S C S S S S S S S S S P
1454,черты лица его правильные и довольно приятные не изъявляли ничего свирепого,S S C S S S C S S S P
1455,он часто обращался к человеку лет пятидесяти называя его то графом то тимофеичем а иногда величая его дядюшкою,S S S S S S C S S S C S C S S S S P
1456,все обходились между собою как товарищи и не оказывали никакого особенного предпочтения своему предводителю,S S S S S S S S S S S S S P
1457,разговор шел об утреннем приступе об успехе возмущения и о будущих действиях,S S S S C S S S S S S P
1458,каждый хвастал предлагал свои мнения и свободно оспоривал пугачева,S C S S S S S S P
1459,и на сем-то странном военном совете решено было идти к оренбургу движение дерзкое и которое чуть было не увенчалось бедственным успехом,S S S S S S S S S S C S C S S S S S S S EX
1460,поход был объявлен к завтрашнему дню,S S S S S P
1461,ну братцы сказал пугачев затянем-ка на сон грядущий мою любимую песенку,C C S C S S S S S S P
1462,чумаков,EX
1463,начинай,EX
1464,сосед мой затянул тонким голоском заунывную бурлацкую песню и все подхватили хором не шуми мати зеленая дубровушка не мешай мне доброму молодцу думу думати,S S S S S S S S S S S C S C S S C S S S S S S P
1465,что заутра мне доброму молодцу в допрос идти перед грозного судью самого царя,S S S S S S S S S S C S P
1466,еще станет государь-царь меня спрашивать ты скажи скажи детинушка крестьянский сын уж как с кем ты воровал с кем разбой держал еще много ли с тобой было товарищей,S S S S C S C C S S C S S S S S C S S S C S S S S S S Q
1467,я скажу тебе надежа православный царь всеё правду скажу тебе всю истину что товарищей у меня было четверо еще первый мой товарищ темная ночь а второй мой товарищ булатный нож а как третий-то товарищ то мой добрый конь а четвертый мой товарищ то тугой лук что рассыльщики мои то калены стрелы,S S C S S C S S S C S C S S S S S C S S S S S C S S S S S C S S S C S S S C S S S C S S C S S C S S P
1468,что возговорит надежа православный царь исполать тебе детинушка крестьянский сын что умел ты воровать умел ответ держать,S S S S C S C S S C S S S C S S EX
1469,я за то тебя детинушка пожалую середи поля хоромами высокими что двумя ли столбами с перекладиной,S S S C C S S S S C S S S S S P
1470,невозможно рассказать какое действие произвела на меня эта простонародная песня про виселицу распеваемая людьми обреченными виселице,S C S S S S S S S S S C S C S P
1471,их грозные лица стройные голоса унылое выражение которое придавали они словам и без того выразительным все потрясало меня каким-то пиитическим ужасом,S S C S C S C S S S S S S S C S S S S S P
1472,гости выпили еще по стакану встали из-за стола и простились с пугачевым,S S S S C S S S S S S P
1473,я хотел за ними последовать но пугачев сказал мне сиди я хочу с тобою переговорить,S S S S C S S S C C S S S S P
1474,мы остались глаз на глаз,S S S S P
1475,несколько минут продолжалось обоюдное наше молчание,S S S S S P
1476,пугачев смотрел на меня пристально изредка прищуривая левый глаз с удивительным выражением плутовства и насмешливости,S S S S C S S S S S S S S S P
1477,наконец он засмеялся и с такою непритворной веселостию что и я глядя на него стал смеяться сам не зная чему,S S C S S S S C S S C S S C S C S S S P
1478,что ваше благородие сказал он мне,C S C S S P
1479,струсил ты признайся когда молодцы мои накинули тебе веревку на шею,S C C S S S S S S S Q
1480,я чаю небо с овчинку показалось,S C S S S P
1481,а покачался бы на перекладине если бы не твой слуга,S S S S C S S S S P
1482,я тотчас узнал старого хрыча,S S S S P
1483,ну думал ли ты ваше благородие что человек который вывел тебя к умету был сам великий государь,C S S C S C S C S S S S C S S S Q
1484,тут он взял на себя вид важный и таинственный,S S S S S S S S P
1485,ты крепко передо мною виноват продолжал он но я помиловал тебя за твою добродетель за то что ты оказал мне услугу когда принужден я был скрываться от своих недругов,S S S S C S C S S S S S S C S C S S S S C S S S S S S S P
1486,то ли еще увидишь,S S S EX
1487,так ли еще тебя пожалую когда получу свое государство,S S S S C S S S EX
1488,обещаешься ли служить мне с усердием,S S S S S Q
1489,вопрос мошенника и его дерзость показались мне так забавны что я не мог не усмехнуться,S S S S S S S S C S S S S S P
1490,чему ты усмехаешься спросил он меня нахмурясь,S S C S S S P
1491,или ты не веришь что я великий государь,S S S C S S S Q
1492,отвечай прямо,S P
1493,я смутился признать бродягу государем был я не в состоянии это казалось мне малодушием непростительным,S C S S S S S S S C S S S S P
1494,назвать его в глаза обманщиком было подвергнуть себя погибели и то на что был я готов под виселицею в глазах всего народа и в первом пылу негодования теперь казалось мне бесполезной хвастливостию,S S S S C S S S C S C S S S S S S S S S S S S S S S C S S S S P
1495,я колебался,S P
1496,пугачев мрачно ждал моего ответа,S S S S P
1497,наконец чувство долга восторжествовало во мне над слабостию человеческою,S S S S S S S S P
1498,я отвечал пугачеву слушай скажу тебе всю правду,S S C C S S S P
1499,рассуди могу ли я признать в тебе государя,C S S S S S S Q
1500,ты человек смышленый ты сам увидел бы что я лукавствую,S S C S S S C S S P
1501,кто же я таков по твоему разумению,S S S C S S Q
1502,бог тебя знает но кто бы ты ни был ты шутишь опасную шутку,S S C S S S S S C S S S P
1503,пугачев взглянул на меня быстро,S S S S P
1504,так ты не веришь сказал он чтоб я был государь петр федорович,S S S C S C S S S S S Q
1505,ну добро,C P
1506,а разве нет удачи удалому,S S S S Q
1507,разве в старину гришка отрепьев не царствовал,S S S S S S Q
1508,думай про меня что хочешь а от меня не отставай,S S S S C S S S S P
1509,какое тебе дело до иного-прочего,S S S S Q
1510,кто ни поп тот батька,S S C S P
1511,послужи мне верой и правдою и я тебя пожалую и в фельдмаршалы и в князья,S S S S C S S S S S S S S S P
1512,как ты думаешь,S S Q
1513,нет отвечал я с твердостию,C S S S P
1514,я природный дворянин я присягал государыне императрице тебе служить не могу,S S C S S S C S S S P
1515,коли ты в самом деле желаешь мне добра так отпусти меня в оренбург,S S S S S S S C S S S S P
1516,пугачев задумался,S P
1517,а коли отпущу сказал он так обещаешься ли по крайней мере против меня не служить,S S C S C S S S S S S S S S Q
1518,как могу тебе в этом обещаться отвечал я,S S S S S C S P
1519,сам знаешь не моя воля велят идти против тебя пойду делать нечего,S C S S C S S S C C S P
1520,ты теперь сам начальник сам требуешь повиновения от своих,S S S C S S S S P
1521,на что это будет похоже если я от службы откажусь когда служба моя понадобится,S S S S C S S S S C S S S Q
1522,голова моя в твоей власти отпустишь меня спасибо казнишь бог тебе судья а я сказал тебе правду,S S S S C S C C C S S C S S S S P
1523,моя искренность поразила пугачева,S S S P
1524,так и быть сказал он ударя меня по плечу,S S C S C S S S P
1525,казнить так казнить миловать так миловать,S S C S S P
1526,ступай себе на все четыре стороны и делай что хочешь,S S S S S S S S S P
1527,завтра приходи со мною проститься а теперь ступай себе спать и меня уж дрема клонит,S S S S C S S S S C S S S S P
1528,я оставил пугачева и вышел на улицу,S S S S S S P
1529,ночь была тихая и морозная,S S S S P
1530,месяц и звезды ярко сияли освещая площадь и виселицу,S S S S C S S S P
1531,в крепости все было спокойно и темно,S S S S S S P
1532,только в кабаке светился огонь и раздавались крики запоздалых гуляк,S S S S S S S S S P
1533,я взглянул на дом священника,S S S S P
1534,ставни и ворота были заперты,S S S S P
1535,казалось все в нем было тихо,C S S S S P
1536,я пришел к себе на квартиру и нашел савельича горюющего по моем отсутствии,S S S S S S S S C S S S P
1537,весть о свободе моей обрадовала его несказанно,S S S S S S P
1538,слава тебе владыко сказал он перекрестившись,S C C S S P
1539,чем свет оставим крепость и пойдем куда глаза глядят,S S S S S S S S P
1540,я тебе кое-что заготовил покушай-ка батюшка да и почивай себе до утра как у христа за пазушкой,S S S C C C S S S S S C S S S S P
1541,я последовал его совету и поужинав с большим аппетитом заснул на голом полу утомленный душевно и физически,S S S S C S S S C S S S C S S S P
1542,рано утром разбудил меня барабан,S S S S P
1543,я пошел на сборное место,S S S S P
1544,там строились уже толпы пугачевские около виселицы где все еще висели вчерашние жертвы,S S S S S S C S S S S S P
1545,казаки стояли верхами солдаты под ружьем,S S C S S P
1546,знамена развевались,S P
1547,несколько пушек между коих узнал я и нашу поставлены были на походные лафеты,S C S S S S S C S S S S P
1548,все жители находились тут же ожидая самозванца,S S S S C S P
1549,у крыльца комендантского дома казак держал под уздцы прекрасную белую лошадь киргизской породы,S S S S S S S S S S S S P
1550,я искал глазами тела комендантши,S S S S P
1551,оно было отнесено немного в сторону и прикрыто рогожею,S S S S S S S S P
1552,наконец пугачев вышел из сеней,S S S S P
1553,народ снял шапки,S S P
1554,пугачев остановился на крыльце и со всеми поздоровался,S S S S S S S P
1555,один из старшин подал ему мешок с медными деньгами и он стал их метать пригоршнями,S S S S S S S S C S S S S S P
1556,народ с криком бросился их подбирать и дело обошлось не без увечья,S S S S S C S S S S S P
1557,пугачева окружали главные из его сообщников,S S S S S P
1558,между ими стоял и швабрин,S S S S P
1559,взоры наши встретились в моем он мог прочесть презрение и он отворотился с выражением искренней злобы и притворной насмешливости,S S C S S S S S C S S S S S S S S S P
1560,пугачев увидев меня в толпе кивнул мне головою и подозвал к себе,C S S S C S S S S S S P
1561,слушай сказал он мне,C S S P
1562,ступай сей же час в оренбург и объяви от меня губернатору и всем генералам чтоб ожидали меня к себе через неделю,S S S S S S S S S S S S S C S S S S S S P
1563,присоветуй им встретить меня с детской любовию и послушанием не то не избежать им лютой казни,S S S S S S S S C S S S S S S P
1564,счастливый путь ваше благородие,S C S EX
1565,потом обратился он к народу и сказал указывая на швабрина вот вам детушки новый командир слушайтесь его во всем а он отвечает мне за вас и за крепость,S S S S S S C S S C S C C S C S S S C S S S S S S S S P
1566,с ужасом услышал я сии слова швабрин делался начальником крепости,S S S S S C S S S P
1567,марья ивановна оставалась в его власти,S S S S S EX
1568,боже что с нею будет,C S S S EX
1569,пугачев сошел с крыльца,S S S P
1570,ему подвели лошадь,S S P
1571,он проворно вскочил в седло не дождавшись казаков которые хотели было подсадить его,S S S S C S S C S S S S P
1572,в это время из толпы народа вижу выступил мой савельич подходит к пугачеву и подает ему лист бумаги,S S S S S C C S S C S S S S S S S P
1573,я не мог придумать что из того выйдет,S S S C S S S P
1574,это что спросил важно пугачев,S C S S P
1575,прочитай так изволишь увидеть отвечал савельич,C S S C S P
1576,пугачев принял бумагу и долго рассматривал с видом значительным,S S S S S S S S P
1577,что ты так мудрено пишешь сказал он наконец,S S S S C S S P
1578,наши светлые очи не могут тут ничего разобрать,S S S S S S S P
1579,где мой обер-секретарь,S S Q
1580,молодой малый в капральском мундире проворно подбежал к пугачеву,S S S S S S S S P
1581,читай вслух сказал самозванец отдавая ему бумагу,S C S C S S P
1582,я чрезвычайно любопытствовал узнать о чем дядька мой вздумал писать пугачеву,S S S C S S S S S S P
1583,обер-секретарь громогласно стал по складам читать следующее два халата миткалевый и шелковый полосатый на шесть рублей,S S S S S S C S C S S S C S S P
1584,это что значит сказал нахмурясь пугачев,S S C C C P
1585,прикажи читать далее отвечал спокойно савельич,S S C S S P
1586,обер-секретарь продолжал мундир из тонкого зеленого сукна на семь рублей,S C S S S S S S S P
1587,штаны белые суконные на пять рублей,S S S S S P
1588,двенадцать рубах полотняных голландских с манжетами на десять рублей,S S S S S S S S P
1589,погребец с чайною посудою на два рубля с полтиною,S S S S S S S S P
1590,что за вранье прервал пугачев,S S C S P
1591,какое мне дело до погребцов и до штанов с манжетами,S S S S S S S S S Q
1592,савельич крякнул и стал объясняться,S S S S P
1593,это батюшка изволишь видеть реестр барскому добру раскраденному злодеями,C C S C S S C S P
1594,какими злодеями спросил грозно пугачев,S C S S P
1595,виноват обмолвился отвечал савельич,C C S P
1596,злодеи не злодеи а твои ребята таки пошарили да порастаскали,S S C S S S S S S P
1597,не гневись конь и о четырех ногах да спотыкается,S C S S S S S S P
1598,прикажи уж дочитать,S S P
1599,дочитывай сказал пугачев,C S P
1600,секретарь продолжал одеяло ситцевое другое тафтяное на хлопчатой бумаге четыре рубля,S C S C S S S S S S P
1601,шуба лисья крытая алым ратином 40 рублей,S C S S C S P
1602,еще заячий тулупчик пожалованный твоей милости на постоялом дворе 15 рублей,S S C S S S S S C S P
1603,это что еще вскричал пугачев сверкнув огненными глазами,S S C S C S S P
1604,признаюсь я перепугался за бедного моего дядьку,C S S S S S P
1605,он хотел было пуститься опять в объяснения но пугачев его прервал как ты смел лезть ко мне с такими пустяками вскричал он выхватя бумагу из рук секретаря и бросив ее в лицо савельичу,S S S S S S C S S S C S S S S S S S S C S C S S S S S S S S S S P
1606,глупый старик,S EX
1607,их обобрали экая беда,S C S Q
1608,да ты должен старый хрыч вечно бога молить за меня да за моих ребят за то что ты и с барином-то своим не висите здесь вместе с моими ослушниками,S S C S C S S S S S S S S S S C S S S S S S S S S S S S P
1609,заячий тулуп,S EX
1610,я-те дам заячий тулуп,S S S EX
1611,да знаешь ли ты что я с тебя живого кожу велю содрать на тулупы,S S S C S S S S S S S S S Q
1612,как изволишь отвечал савельич а я человек подневольный и за барское добро должен отвечать,S C S C S S S S S S S S S P
1613,пугачев был видно в припадке великодушия,S C C S S P
1614,он отворотился и отъехал не сказав более ни слова,S S S C S S S S P
1615,швабрин и старшины последовали за ним,S S S S S P
1616,шайка выступила из крепости в порядке,S S S S S P
1617,народ пошел провожать пугачева,S S S P
1618,я остался на площади один с савельичем,S S S S S S P
1619,дядька мой держал в руках свой реестр и рассматривал его с видом глубокого сожаления,S S S S S S S S S S S S S P
1620,видя мое доброе согласие с пугачевым он думал употребить оное в пользу но мудрое намерение ему не удалось,S S S S S C S S S S S C S S S S S P
1621,я стал было его бранить за неуместное усердие и не мог удержаться от смеха,S S S S S S S S S S S S S P
1622,смейся сударь отвечал савельич смейся а как придется нам сызнова заводиться всем хозяйством так посмотрим смешно ли будет,C C S C C S S S S S S S C S C S S P
1623,я спешил в дом священника увидеться с марьей ивановной,S S S S S S S S P
1624,попадья встретила меня с печальным известием,S S S S S P
1625,ночью у марьи ивановны открылась сильная горячка,S S S S S S P
1626,она лежала без памяти и в бреду,S S S S S S P
1627,попадья ввела меня в ее комнату,S S S S S P
1628,я тихо подошел к ее кровати,S S S S S P
1629,перемена в ее лице поразила меня,S S S S S P
1630,больная меня не узнала,S S S P
1631,долго стоял я перед нею не слушая ни отца герасима ни доброй жены его которые кажется меня утешали,S S S S C S S S S C S S S C C C S P
1632,мрачные мысли волновали меня,S S S P
1633,состояние бедной беззащитной сироты оставленной посреди злобных мятежников собственное мое бессилие устрашали меня,S C S C S S S C S S S S P
1634,швабрин швабрин пуще всего терзал мое воображение,C S S S S S P
1635,облеченный властию от самозванца предводительствуя в крепости где оставалась несчастная девушка невинный предмет его ненависти он мог решиться на все,S S S C S S C S S S C S S S C S S S S P
1636,что мне было делать,S S S Q
1637,как подать ей помощь,S S S Q
1638,как освободить из рук злодея,S S S S Q
1639,оставалось одно средство я решился тот же час отправиться в оренбург дабы торопить освобождение белогорской крепости и по возможности тому содействовать,S S C S S S S S S S C S S S S S S S S S P
1640,я простился с священником и с акулиной памфиловной с жаром поручая ей ту которую почитал уже своею женою,S S S S S S S C S S S S C S S S S P
1641,я взял руку бедной девушки и поцеловал ее орошая слезами,S S S S S S S C S P
1642,прощайте говорила мне попадья провожая меня прощайте петр андреич,C S S C S C C S P
1643,авось увидимся в лучшее время,S S S S P
1644,не забывайте нас и пишите к нам почаще,S S S S S S S P
1645,бедная марья ивановна кроме вас не имеет теперь ни утешения ни покровителя,S S C S C S S S S C S P
1646,вышед на площадь я остановился на минуту взглянул на виселицу поклонился ей вышел из крепости и пошел по оренбургской дороге сопровождаемый савельичем который от меня не отставал,S S C S S S C S S C S C S S S S S S S C S C S S S S P
1647,я шел занятый своими размышлениями как вдруг услышал за собою конский топот,S C S S C S S S S S S P
1648,оглянулся вижу из крепости скачет казак держа башкирскую лошадь в поводья и делая издали мне знаки,C C S S S C S S S S S S S S S P
1649,я остановился и вскоре узнал нашего урядника,S S S S S S P
1650,он подскакав слез с своей лошади и сказал отдавая мне поводья другой ваше благородие,C C S S S S S C S S S C S EX
1651,отец наш вам жалует лошадь и шубу с своего плеча,S S S S S S S S S P
1652,да еще примолвил запинаясь урядник жалует он вам полтину денег да я растерял ее дорогою простите великодушно,S C C C C S S S S S S S S S C S P
1653,савельич посмотрел на него косо и проворчал растерял дорогою,S S S S S S C S EX
1654,а что же у тебя побрякивает за пазухой,S S S S S S S Q
1655,бессовестный,EX
1656,что у меня за пазухой-то побрякивает возразил урядник нимало не смутясь,S S S S S C S C S S P
1657,бог с тобою старинушка,S S C EX
1658,это бренчит уздечка а не полтина,S S C S S P
1659,добро сказал я прерывая спор,C S C S P
1660,благодари от меня того кто тебя прислал а растерянную полтину постарайся подобрать на возвратном пути и возьми себе на водку,S S S C S S C S S S S S S S S S S S S P
1661,очень благодарен ваше благородие отвечал он поворачивая свою лошадь вечно за вас буду бога молить,S C S C S C S S C S S S S S P
1662,при сих словах он поскакал назад держась одной рукою за пазуху и через минуту скрылся из виду,S S S S S C S S S S C S S S S S P
1663,я надел тулуп и сел верхом посадив за собою савельича,S S S S S C S S S P
1664,вот видишь ли сударь сказал старик что я недаром подал мошеннику челобитье вору-то стало совестно хоть башкирская долговязая кляча да овчинный тулуп не стоят и половины того что они мошенники у нас украли и того что ты ему сам изволил пожаловать да все же пригодится а с лихой собаки хоть шерсти клок,S S C C S C S S S S S C S S C S S S S S S S S S S S C S C C S S C S C S S S S S C S S S C S S S S S S P
1665,приближаясь к оренбургу увидели мы толпу колодников с обритыми головами с лицами обезображенными щипцами палача,S S C S S S S S S C S C S S P
1666,они работали около укреплений под надзором гарнизонных инвалидов,S S S S S S S P
1667,иные вывозили в тележках сор наполнявший ров другие лопатками копали землю на валу каменщики таскали кирпич и чинили городскую стену,S S S S C S C S S S C S S S S S S S S P
1668,у ворот часовые остановили нас и потребовали наших паспортов,S S S S S S S S P
1669,как скоро сержант услышал что я еду из белогорской крепости то и повел меня прямо в дом генерала,S S S C S S S S S C S S S S S S S P
1670,я застал его в саду,S S S S P
1671,он осматривал яблони обнаженные дыханием осени и с помощию старого садовника бережно их укутывал теплой соломой,S S C S S C S S S S S S S S S P
1672,лицо его изображало спокойствие здоровье и добродушие,S S S C S S P
1673,он мне обрадовался и стал расспрашивать об ужасных происшествиях коим я был свидетель,S S S S S S S S C S S S P
1674,я рассказал ему все,S S S P
1675,старик слушал меня со вниманием и между тем отрезывал сухие ветви,S S S S S S S S S S P
1676,бедный миронов сказал он когда кончил я свою печальную повесть,S C S C S S S S S P
1677,жаль его хороший был офицер,S C S S P
1678,и мадам миронов добрая была дама и какая майстерица грибы солить,S S S S S S S S S S EX
1679,а что маша капитанская дочка,S S C S Q
1680,я отвечал что она осталась в крепости на руках у попадьи,S C S S S S S S S S P
1681,ай ай ай заметил генерал,C C C S P
1682,это плохо очень плохо,S C S P
1683,на дисциплину разбойников никак нельзя положиться,S S S S S P
1684,что будет с бедной девушкою,S S S S Q
1685,я отвечал что до белогорской крепости недалеко и что вероятно его превосходительство не замедлит выслать войско для освобождения бедных ее жителей,S C S S S S C S C C S S S S S S S S S S P
1686,генерал покачал головою с видом недоверчивости,S S S S S P
1687,посмотрим посмотрим сказал он,C C S P
1688,об этом мы еще успеем потолковать,S S S S S P
1689,прошу ко мне пожаловать на чашку чаю сегодня у меня будет военный совет,S S S S S S C S S S S S P
1690,ты можешь нам дать верные сведения о бездельнике пугачеве и об его войске,S S S S S S S S S S S S P
1691,теперь покамест поди отдохни,S S S P
1692,я пошел на квартиру мне отведенную где савельич уже хозяйничал и с нетерпением стал ожидать назначенного времени,S S S C S C S S S C S S S S S S P
1693,читатель легко себе представит что я не преминул явиться на совет долженствовавший иметь такое влияние на судьбу мою,S S S C S S S S S S C S S S S S S P
1694,в назначенный час я уже был у генерала,S S S S S S S P
1695,я застал у него одного из городских чиновников помнится директора таможни толстого и румяного старичка в глазетовом кафтане,S S S S S S S C C S C S S S S S S P
1696,он стал расспрашивать меня о судьбе ивана кузмича которого называл кумом и часто прерывал мою речь дополнительными вопросами и нравоучительными замечаниями которые если и не обличали в нем человека сведущего в военном искусстве то по крайней мере обнаруживали сметливость и природный ум между тем собрались и прочие приглашенные,S S S S S S S C S S C S S S S S S S S S C S S S S S S S S S S S C S S S S S S S S S S S S S S P
1697,между ими кроме самого генерала не было ни одного военного человека,S C S S C S S S S S P
1698,когда все уселись и всем разнесли по чашке чаю генерал изложил весьма ясно и пространно в чем состояло дело,S S S S S S S S C S S S S S C S S S P
1699,теперь господа продолжал он надлежит решить как нам действовать противу мятежников наступательно или оборонительно,C C S C S C S S S S C S S Q
1700,каждый из оных способов имеет свою выгоду и невыгоду,S S S S S S S S P
1701,действие наступательное представляет более надежды на скорейшее истребление неприятеля действие оборонительное более верно и безопасно,S S S S S S S S C S S S S S P
1702,итак начнем собирать голоса по законному порядку то есть начиная с младших по чину,C S S S S S C S S S S S S P
1703,господин прапорщик продолжал он обращаясь ко мне,S C S C S S P
1704,извольте объяснить нам ваше мнение,S S S S P
1705,я встал и в коротких словах описав сперва пугачева и шайку его сказал утвердительно что самозванцу способа не было устоять противу правильного оружия,S S C S S S S S S S S C S C S S S S S S S S P
1706,мнение мое было принято чиновниками с явною неблагосклонностию,S S S S S S S P
1707,они видели в нем опрометчивость и дерзость молодого человека,S S S S S S S S P
1708,поднялся ропот и я услышал явственно слово молокосос произнесенное кем-то вполголоса,S C S S S S S C S S P
1709,генерал обратился ко мне и сказал с улыбкою господин прапорщик,S S S S S S S C S EX
1710,первые голоса на военных советах подаются обыкновенно в пользу движений наступательных это законный порядок,S S S S S S S S S S C S S P
1711,теперь станем продолжать собирание голосов,S S S S P
1712,господин коллежский советник скажите нам ваше мнение,S S C S S S EX
1713,старичок в глазетовом кафтане поспешно допил третью свою чашку значительно разбавленную ромом и отвечал генералу я думаю ваше превосходительство что не должно действовать ни наступательно ни оборонительно,S S S S S S S S C S S C S S C S C S C S S S S S C S P
1714,как же так господин коллежский советник возразил изумленный генерал,S S C S S C S S P
