,input,target
2555,михельсон отрядил харина противу их левого крыла дуве противу правого а сам пошел прямо на главную неприятельскую батарею,S S S S S S C S S C S S S S S S S P
2556,пугачев ободренный победою и усилясь захваченными пушками встретил нападение сильным огнем,C S S S S S C S S S P
2557,перед батареей простиралось болото через которое михельсон должен был перейти между тем как харин и дуве старались обойти неприятеля,S S S C S S S S S C S S S S S S S S P
2558,михельсон оставя дуве пошел на подкрепление харина проходившего через овраг под неприятельскими ядрами,C S C S S S C S S S S S P
2559,наконец после пяти часов упорного сражения пугачев был разбит и бежал потеряв восемьсот человек убитыми и сто восемьдесят взятыми в плен,C S S S S C S S S S C S S S S S S S S S P
2560,переночевав на месте сражения перед светом михельсон пошел к казани,S S S C S S S S S P
2561,навстречу ему поминутно попадались кучи грабителей пьянствовавших целую ночь на развалинах сгоревшего города,S S S S S C S S S S S S P
2562,прибыв к арскому полю михельсон увидел приближающегося неприятеля пугачев узнав о малочисленности его отряда спешил предупредить его соединение с городским войском,S S S C S S S C C S S S S C S S S S S S P
2563,михельсон послав уведомить о том губернатора встретил пушечными выстрелами толпу кинувшуюся на него с воплем и визгом и принудил ее отступить,C S S S S C S S S C S S S S S S C S S S P
2564,пугачев перешел через казанку и удалился за пятнадцать верст от города в село сухую реку,S S S S S S S S S S C S S S P
2565,преследовать его было невозможно у михельсона не было и тридцати годных лошадей,S S S C S S S S S S S P
2566,жители теснились на стене крепости дабы издали взглянуть на лагерь своего избавителя,S S S S C S S S S S S P
2567,михельсон не трогался с места ожидая нового нападения,S S S S C S S P
2568,в самом деле пугачев негодуя на свои неудачи не терял однако ж надежды одолеть наконец михельсона,S S C C S S S C S C S C S S S P
2569,многочисленные толпы двинулись тою же дорогою по которой уже два раза бежали,S S S S S C S S S S S P
2570,облака пыли дикие вопли шум и грохот возвестили их приближение,S C S C S S S S S P
2571,михельсон выступил противу их с осьмьюстами карабинер гусар и чугуевских казаков,S S S S S S C S S S P
2572,он занял место прежнего сражения близ царицына и разделил войско свое на три отряда в близком расстоянии один от другого,S S S S S S S S S S S S S C S S S S S P
2573,но михельсон и харин с двух сторон на них ударили опрокинули и погнали,S S S S S S S S S C S S P
2574,напрасно пугачев старался удержать рассыпавшиеся толпы сперва доскакав до первого своего лагеря а потом и до второго,S S S S S C S S S S S C S S S S P
2575,харин живо его преследовал не давая ему времени нигде остановиться,S S S C S S S S S P
2576,казанка была запружена мертвыми телами пять тысяч пленных и девять пушек остались в руках у победителя,S S S S C S S S S S S S S S S P
2577,убито в сражении до двух тысяч большею частию татар и башкирцев,S S S S S C S S S S P
2578,он вошел в город при кликах восхищенных жителей свидетелей его победы,S S S S S S S C S S P
2579,губернатор измученный болезнию от которой он и умер через две недели встретил победителя за воротами крепости в сопровождении дворянства и духовенства,C S C S S S S S S S C S S S S S S S S S P
2580,михельсон отправился прямо в собор где преосвященный вениамин отслужил благодарственный молебен,S S S S C S S S S S P
2581,состояние казани было ужасно из двух тысяч осьмисот шестидесяти семи домов в ней находившихся две тысячи пятьдесят семь сгорело,S S S C S S S S S S C S S C S S S S P
2582,гостиный двор и остальные дома церкви и монастыри были разграблены,S S S S C S S S S P
2583,найдено до трехсот убитых и раненых обывателей около пятисот пропало без вести,S S S S S S C S S S S P
2584,в числе убитых находился директор гимназии каниц несколько учителей и учеников и полковник родионов,S S S S S S C S S S S S S P
2585,генерал-майор кудрявцев старик стодесятилетний не хотел скрыться в крепость несмотря на всевозможные увещания,S C S C S S S S C S S S P
2586,так бедный колодник за год тому бежавший из казани отпраздновал свое возвращение,S S C S S S S S C S S EX
2587,тюремный двор где ожидал он плетей и каторги был им сожжен а невольники его недавние товарищи выпущены,S C S S S S S C S S C S C S S C P
2588,самозванец увидя их сказывают заплакал но не изменил самому себе,C S C C C S S S S P
2589,он велел их отвести в лагерь сказав как уверяют я ее знаю муж ее оказал мне великую услугу,S S S S S C C S C S S C S S S S S P
2590,изменник минеев главный виновник бедствия казани при первом разбитии пугачева попался в плен и по приговору военного суда загнат был сквозь строй до смерти,S C S S S C S S S S S S S S S S S S S S S S S P
2591,они были приглашены в лагерь для разбора добычи отнятой у пугачева и для обратного получения своей собственности,S S S S S S S C S S C S S S S S P
2592,люди зажиточные стали нищими кто был скуден очутился богат,S S S C S S C S EX
2593,читатели видели как быстро и как неутомимо михельсон преследовал пугачева,S C S S S S S S S P
2594,если потемкин и брант сделали бы свое дело и успели удержаться хоть несколько часов то казань была бы спасена,S S S S S S S S S S S S S C S S S S P
2595,прочие начальники наскоро сделали некоторые военные распоряжения ибо несмотря на разбитие пугачева знали уже сколь был опасен сей предприимчивый и деятельный мятежник,S S S S S S C C S S S C S C S S S S S S S P
2596,его движения были столь быстры и непредвидимы что не было средства его преследовать к тому же конница была слишком изнурена,S S S S S S C S S S S S C S S S S S S P
2597,старались перехватить ему дорогу но войска рассеянные на великом пространстве не могли всюду поспевать и делать скорые обороты,S S S C S C S S S C S S S S S S S P
2598,должно сказать и то что редкий из тогдашних начальников был в состоянии управиться с пугачевым или с менее известными его сообщниками,S S S C S S S S S S S S S S S S S S S S P
2599,императрица убедясь в его невинности вознаградила его саном митрополитским и прислала ему белый клобук при следующем письме преосвященнейший митрополит вениамин казанский,C S S S C S S S S S S S S S S S C S C S EX
2600,по приезде моем первым попечением было для меня рассматривать дела бездельника аристова и узнала я к крайнему удовольствию моему что невинность вашего преосвященства совершенно открылась,S S C S S S S S S S S C S S C S S S C S S S S S P
2601,неоцененным монарших ваших щедрот залогом который с несказанным чувствованием моего сердца сподобихся прияти на главу мою покрыся и отъяся поношение мое поношение мое в человецех,S S S S C S S S S S S S S S S C C S S S C S S S P
2602,что ж воздам тебе правосуднейшая в свете монархиня толико попечительному о спасении моем господеви,S S S C S S S C S S S S S Q
2603,с таковым моим усердствованием и всеподданническою верностию пока дух во мне пребудет есмь вашего императорского величества всеподданнейший раб и богомолец смиренный вениамин митрополит казанский,S S S S S S C S S S S C S S S S S S S C S C S P
2604,казнь бунтовщиковпугачев бежал по кокшайской дороге на переменных лошадях с тремястами яицких и илецких казаков и наконец ударился в лес,S S S S S S S S C S S S S S C S S S S P
2605,харин преследовавший его целые тридцать верст принужден был остановиться,C S S S S C S S P
2606,его семейство было при нем между его товарищами находились два новые лица один из них был молодой пулавский родной брат славного конфедерата,S S S S S S S S S S S C S S S S S C S S S P
2607,во время казанского пожара он был приведен к пугачеву самозванец узнал его некогда ходя в цепях по городским улицам пугачев получал от него милостыню,S S S S S S S S C S S C C S S S S S C S S S S P
2608,пугачев два дня бродил то в одну то в другую сторону обманывая тем высланную погоню,S S S S S S C S S S C S S S P
2609,сволочь его рассыпавшись производила обычные грабежи,S C C S S P
2610,белобородов пойман был в окрестностях казани высечен кнутом потом отвезен в москву и казнен смертию,S S S S S C S C S S S S S S P
2611,18 июля он вдруг устремился к волге на кокшайский перевоз и в числе пятисот человек лучшего своего войска переправился на другую сторону,S S S S S S C S S C S S S S S S S S S S S P
2612,господские крестьяне взбунтовались иноверцы и новокрещеные стали убивать русских священников,S S C S S S S S S P
2613,воеводы бежали из городов дворяне из поместий чернь ловила тех и других и отовсюду приводила к пугачеву,S S S C S S C S S S S S S S S S P
2614,пугачев объявил народу вольность истребление дворянского рода отпущение повинностей и безденежную раздачу соли,S S S C S S C S S S S S P
2615,нижегородский губернатор генерал-поручик ступишин писал к князю волконскому что участь казани ожидает и нижний и что он не отвечает и за москву,S C S C S S S C S S S S S S S S S S S S S P
2616,все отряды находившиеся в губерниях казанской и оренбургской пришли в движение и устремлены были против пугачева,S C S S S S S C S S S S S S S P
2617,щербатов из бугульмы а князь голицын из мензелинска поспешили в казань,S S C S S S S S S S P
2618,михельсон из чебоксаров устремился к арзамасу дабы пресечь пугачеву дорогу к москве,S S S S S C S S S S S P
2619,окруженный отовсюду войсками правительства не доверяя своим сообщникам он уже думал о своем спасении цель его была пробраться за кубань или в персию,S S S C S S S C S S S S S C S S C S S S S S P
2620,перфильев от имени всех виновных казаков послал тайно в петербург одного поверенного с предложением о выдаче самозванца,C S S S S C S S S S S S S S S S P
2621,правительство однажды им обманутое худо верило ему однако вошло с ним в сношение,C S S C S S C S S S S S P
2622,пугачев бежал но бегство его казалось нашествием,S C S S S S P
2623,никогда успехи его не были ужаснее никогда мятеж не свирепствовал с такою силою,S S S S S C S S S S S S P
2624,возмущение переходило от одной деревни к другой от провинции к провинции,S S S S S S C S S S P
2625,довольно было появления двух или трех злодеев чтоб взбунтовать целые области,S S S S S S C S S S P
2626,составлялись отдельные шайки грабителей и бунтовщиков и каждая имела у себя своего пугачева,S S S S S C S S S S S S P
2627,сии горестные известия сделали в петербурге глубокое впечатление и омрачили радость произведенную окончанием турецкой войны и заключением славного кучук-кайнарджиского мира,S S S S S S S S S S C S S S S S S S S P
2628,императрица недовольная медлительностью князя щербатова еще в начале июля решилась отозвать его и поручить главное начальство над войском князю голицыну,C S S S C S S S S S S S S S S S S S S P
2629,курьер ехавший с сим указом остановлен был в нижнем-новагороде по причине небезопасности дороги,C S S S C S S S S S S S P
2630,императрица не знала кому предоставить спасение отечества,S S C S S S P
2631,таким образом покоритель бендер пошел войною противу простого казака четыре года тому назад безвестно служившего в рядах войска вверенного его начальству,S C S S S S S S C S S S S S S S S C S S P
2632,майор юрлов начальник оной и унтер-офицер коего имя к сожалению не сохранилось одни не захотели присягнуть и в глаза обличали самозванца,S C S C S C S C S C S C S S S S S S S S P
2633,михельсон шедший к арзамасу отрядил харина к ядринску куда спешил и граф меллин,C S S C S S S C S S S S P
2634,меллин поспешил к алатырю мимоходом освободил курмыш где повесил нескольких мятежников а казака назвавшегося воеводою взял с собою как языка,S S S C S S C S S S C S C S C S S C S P
2635,офицеры инвалидной команды присягнувшие самозванцу оправдывались тем что присяга дана была ими не от искреннего сердца но для наблюдения интереса ее императорского величества,S S C S C S C S S S S S S S S C S S S S S S P
2636,пугачев стремился с необыкновенною быстротою отряжая во все стороны свои шайки,S S S S C S S S S S P
2637,не знали в которой находился он сам,S C S S S S P
2638,трое из них явились в окрестностях нижнего-новагорода крестьяне демидова связали их и представили ступишину,S S S S S S C S S S S S S P
2639,он велел их повесить на барках и пустить вниз по волге мимо бунтующих берегов,S S S S S S S S S S C S S P
2640,он был встречен не только черным народом но духовенством и купечеством,S S S S S S C S S S P
2641,триста человек дворян всякого пола и возраста были им тут повешены крестьяне и дворовые люди стекались к нему толпами,S S S S S S S S S S C S S S S S S S P
2642,муфель из симбирска спешил ему же навстречу меллин шел по его пятам,S S S S S S C S S S S P
2643,всеволожский оставленный городским войском заперся в своем доме с двенадцатью дворянами и решился защищаться,C S S C S S S S S S S S S P
2644,дом был зажжен храбрый всеволожский погиб со своими товарищами казенные и дворянские дома были ограблены,S S C S S S S S C S S S S S P
2645,узнав о взятии пензы саратовское начальство стало делать свои распоряжения,S S S C S S S S S P
2646,он отряжен был в село малыковку дабы оттуда пресечь дорогу пугачеву в случае побега его на иргиз,S S S S S C S S S S S S S S S S P
2647,в конце июля прибыл он в саратов где чин гвардии поручика резкий ум и пылкий характер доставили ему важное влияние на общее мнение,S S S S S S C S S S C S S S S S S S S S S S P
2648,спорили горячились и державин вышед из себя предлагал арестовать коменданта,C C S C S S C S S P
2649,бошняк остался неколебим повторяя что он вверенной ему крепости и божиих церквей покинуть на расхищение не хочет,S S C C S S S S S S S S S S S S P
2650,державин оставя его приехал в магистрат предложил чтобы все обыватели поголовно явились на земляную работу к месту назначенному лодыжинским,C S C S S C C S S S S S S S S S C S P
2651,бошняк жаловался но никто его не слушал,S C S S S S P
2652,4 августа узнали в саратове что пугачев выступил из пензы и приближается к петровску,S S S S C S S S S S S S S P
2653,державин потребовал отряд донских казаков и пустился с ними в петровск дабы вывезти оттуда казну порох и пушки,S S S S S S S S S S C S S S C S S P
2654,он поехал вперед с есаулом и двумя казаками и видя что более делать было нечего пустился с ними обратно к саратову,S S S S S S S S C C S S S S C S S S S S P
2655,отряд его остался на дороге ожидая пугачева,S S S S C S P
2656,они приняли его стоя на коленах,S S C S S P
2657,услыша от них о гвардейском офицере пугачев тут же переменил лошадь и взяв в руки дротик сам с четырьмя казаками поскакал за ним в погоню,S S S S S C S S S S S C S S S C S S S S S S S S P
2658,один из казаков сопровождавших державина был заколот пугачевым,S S C S C S S P
2659,державин успел добраться до саратова откуда на другой день выехал вместе с лодыжинским оставя защиту города на попечение осмеянного им бошняка,S S S S C S S S S S S S C S S S S S S S P
2660,тысяч до двух были кое-как вооружены остальные шли с топорами вилами и дубинами,S S S S S C S S S C S S P
2661,бошняк отрядил саратовских казаков для поимки языка но они передались пугачеву,S S S S S S C S S S P
2662,бунтовщики подъехали к самой крепости разговаривая с солдатами,S S S S C S S P
2663,тогда жители предводительствуемые городским головою протопоповым явно возмутились и приступили к бошняку требуя чтоб он не начинал сражения и ожидал возвращения кобякова,S C S S S C S S S S S C C S S S S S S S S P
2664,бошняк спросил как осмелились они без его ведома вступить в переговоры с самозванцем,S C S S S S S S S S S S Q
2665,бошняк выхватив его из рук изменника разорвал и растоптал а кобякова велел взять под караул,C S S S S C S S C S S S S S P
2666,купцы пристали к нему с просьбами и угрозами и бошняк принужден был им уступить и освободить кобякова,S S S S S S S C S S S S S S S S P
2667,он однако приготовился к обороне,C C S S P
2668,в это время пугачев занял соколову гору господствующую над саратовом поставил батарею и начал по городу стрелять,S S S S S S C S S C S S S S S S P
2669,бошняк велел выпалить из мортиры но бомба упала в пятидесяти саженях,S S S S C S S S S S P
2670,он обошел свое войско и всюду увидел уныние однако не терял своей бодрости,S S S S S S S C S S S S P
2671,он открыл огонь и уже успел их отразить как вдруг триста артиллеристов выхватя из-под пушек клинья и фитили выбежали из крепости и передались,S S S S S S S C S S S C S S S S S C S S S S P
2672,он приказал майору салманову выступить с первой половиною баталиона но заметя в нем робость или готовность изменить отрешил его от начальства,S S S S S S S S C C S S S S S S C S S S P
2673,в сию минуту салманов передался и бошняк остался с шестидесятью человеками офицеров и солдат,S S S S C S S S S S S S S P
2674,храбрый бошняк с этой горстию людей выступил из крепости и целые шесть часов сряду шел пробиваясь сквозь бесчисленные толпы разбойников,S S S S S S S S S S S S S S C S S S S P
2675,казну и канцелярские дела отправил рекою в астрахань а сам 11 августа благополучно прибыл в царицын,S S S S S S S C S S S S S S S P
2676,мятежники овладев саратовом выпустили колодников отворили хлебные и соляные амбары разбили кабаки и разграбили дома,C S C S C S S S S C S S S S P
2677,го в разоренный саратов прибыл муфель а 14-го михельсон,S S S S S C S S P
2678,оба соединясь поспешили вслед за пугачевым,C C S S S P
2679,иностранцы тут поселенные большею частию бродяги и негодяи все к нему присоединились возмущенные польским конфедератом,C S C S S S S C S S S C S S P
2680,шайки его наполняли губернии нижегородскую воронежскую и астраханскую,S S S S C S S P
2681,разбойник фирска подступил под симбирск убив в сражении полковника рычкова заступившего место чернышева погибшего под оренбургом при начале бунта гарнизон изменил ему,S S S S C S S S S C S S C S S S S S C S S P
2682,симбирск был спасен однако ж прибытием полковника обернибесова,S S C S C S S P
2683,мятежники и отряды их преследующие отымали у крестьян лошадей запасы и последнее имущество,S S C S C S S S C S S S P
2684,народ не знал кому повиноваться,S S C S P
2685,на вопрос кому вы веруете,S C S S Q
2686,петру федоровичу или екатерине алексеевне мирные люди не смели отвечать не зная какой стороне принадлежали вопрошатели,S S S S C S S S S C S C S S S P
2687,его встретил майор диц с пятьюстами гарнизонных солдат тысячью донских казаков и пятьюстами калмыков предводительствуемых князьями дундуковым и дербетевым,S S S S S S S C S S S S S C S S S S P
2688,казаки дрались храбро и доходили до самых пушек но были отрезаны и передались,S S S S S S S C S S S S P
2689,пугачев ночевал на месте сражения на другой день занял дубовку и двинулся к царицыну,S S S S C S S S S S S S S P
2690,в сем городе хорошо укрепленном начальствовал полковник цыплетев,S S C S C S S P
2691,отбитый с уроном он удалился за восемь верст от крепости,S S C S S S S S S P
2692,против него выслали полторы тысячи донских казаков но только четыреста возвратились остальные передались,S S S S S S C S S S C S P
2693,михельсон муфель и меллин прибыли 20-го в дубовку а 22-го вступили в царицын,C S S S S S S C S S S S P
2694,тут он встретил астронома ловица и спросил что он за человек,S S S S S S C S S S P
2695,услыша что ловиц наблюдал течение светил небесных он велел его повесить поближе к звездам,C S S S S S C S S S S S S P
2696,адъюнкт иноходцев бывший тут же успел убежать,S C S S C S P
2697,пугачев отдыхал в сарепте целые сутки скрываясь в своем шатре с двумя наложницами,S S S S S C S S S S S S P
2698,они бежали брося пушки и весь обоз,S C S S S S P
2699,пугачев переправясь через мост напрасно старался их удержать он бежал вместе с ними,C S S C S S S C S S S S P
2700,пугачев в семидесяти верстах от места сражения переплыл волгу выше черноярска на четырех лодках и ушел на луговую сторону не более как с тридцатью казаками,S S S S S S S S S S S S S S S S S S C S S S S S P
2701,беглецы не успевшие переправиться на лодках бросились вплавь и перетонули,C S S S S C S S S P
2702,граф панин прибывший в то время в керенск послал в петербург радостное известие отдав в донесении своем полную справедливость быстроте искусству и храбрости михельсона,S C S S S S S C S S S S C S S S S S S C S S S P
2703,между тем новое важное лицо является на сцене действия суворов прибыл в царицын,S S S S S S S S C S S S P
2704,суворов имел от графа панина предписание начальникам войск и губернаторам исполнять все его приказания,S S S S S S S S S C S S S P
2705,он принял начальство над михельсоновым отрядом посадил пехоту на лошадей отбитых у пугачева и в царицыне переправился через волгу,S S S S S C S S S C S S C S S S S S P
2706,дундуков с своими калмыками рыскал по степи разъезды учреждены были от гурьева до саратова и от черного до красного яра,S S S S S S C S S S S S S S S S S S S P
2707,пугачев не имел средств выбраться из сетей его стесняющих,S S S S S S C S P
2708,его сообщники с одной стороны видя неминуемую гибель а с другой надежду на прощение стали сговариваться и решились выдать его правительству,S C S S S S S C S S C S S C S S S S S S P
2709,пугачев хотел идти к каспийскому морю надеясь как-нибудь пробраться в киргиз-кайсацкие степи,S S S S S C S S S S S P
2710,казаки на то притворно согласились но сказав что хотят взять с собою жен и детей повезли его на узени обыкновенное убежище тамошних преступников и беглецов,S S S S C C C S S S S S S S C S S S C S S S S S P
2711,казаки не согласившиеся отдаться в руки правительства рассеялись,C S S S S S C P
2712,услыша вошедших казаков он поднял голову и спросил чего им надобно,S S C S S S S C S S Q
2713,они стали говорить о своем отчаянном положении и между тем тихо подвигаясь старались загородить его от висевшего оружия,S S S S S S S S S C S C S S S S S P
2714,казаки отвечали что они долго ездили за ним и что уже ему пора ехать за ними,S C S S S S S S S S S S S S S P
2715,что же сказал пугачев вы хотите изменить своему государю,S C S C S S S S Q
2716,что делать отвечали казаки и вдруг на него кинулись,S C S S S S S S P
2717,я давно видел вашу измену сказал пугачев и подозвав своего любимца илецкого казака творогова протянул ему свои руки и сказал вяжи,S S S S C S S C S S C S S C S S S S S C EX
2718,разве я разбойник говорил он гневно,S S C S S P
2719,однажды нашел он способ высвободить руки выхватил саблю и пистолет ранил выстрелом одного из казаков и закричал чтобы вязали изменников,S S S S S C S S S C S S S S S S C S S P
2720,казаки подъехав к яицкому городку послали уведомить о том коменданта,C S S S C S S S S P
2721,богу было угодно сказал он наказать россию через мое окаянство,S S C S C S S S S P
2722,велено было жителям собраться на городскую площадь туда приведены были и бунтовщики содержащиеся в оковах,S S S S S S C S S S S C S S P
2723,все узнали его бунтовщики потупили голову,S S C S S P
2724,суворов между тем прибыл на узени и узнал от пустынников что пугачев был связан его сообщниками и что они повезли его к яицкому городку,S S S S S S S S S C S S S S S S S S S S S S S P
2725,ночью сбился он с дороги и нашел на огни раскладенные в степи ворующими киргизами,S S S S S S S S C S S S S P
2726,суворов на них напал и прогнал потеряв несколько человек и между ими своего адъютанта максимовича,S S S S S C S S S S S S S S P
2727,суворов с любопытством расспрашивал славного мятежника о его военных действиях и намерениях и повез его в симбирск куда должен был приехать и граф панин,S S S S S S S S S S S S S S S S C S S S S S S P
2728,в деревне мостах случился пожар близ избы где ночевал пугачев,S S S S S S C S S P
2729,его высадили из клетки привязали к телеге вместе с его сыном резвым и смелым мальчиком и во всю ночь суворов сам их караулил,S S S C S S S S S S C S S S C S S S S S S S P
2730,в коспорье против самары ночью в волновую погоду суворов переправился через волгу и пришел в симбирск в начале октября,S C S C C S S C S S S S S S S S S S P
2731,пугачева привезли прямо на двор к графу панину который встретил его на крыльце окруженный своим штабом,S S S S S S S C S S S S C S S P
2732,кто ты таков спросил он у самозванца,S S C S S S P
2733,емельян иванов пугачев отвечал тот,S S C S P
2734,как же смел ты вор назваться государем продолжал панин,S S S C C S C S P
2735,я не ворон я вороненок а ворон-то еще летает,S S C S C S S S P
2736,панин заметя что дерзость пугачева поразила народ столпившийся около двора ударил самозванца по лицу до крови и вырвал у него клок бороды,C C S S S S C S S C S S S S S S S S S S S P
2737,он посажен был под крепкий караул скованный по рукам и по ногам с железным обручем около поясницы на цепи привинченной к стене,S S S S S C S S S S S C S S S S C S C S S P
2738,академик рычков отец убитого симбирского коменданта видел его тут и описал свое свидание,S C S S S C S S S S S S P
2739,увидя рычкова он сказал ему добро пожаловать и пригласил его с ним отобедать,S C S S C S C S S S S S P
2740,из чего пишет академик я познал его подлый дух,S C S C S S S S P
2741,рычков спросил его как мог он отважиться на такие великие злодеяния,S S C S S S S S S S Q
2742,пугачев отвечал виноват пред богом и государыней но буду стараться заслужить все мои вины,S C S S S S C S S S S S S P
2743,говоря о своем сыне рычков не мог удержаться от слез,S S S C S S S S S P
2744,пугачев глядя на него сам заплакал,C S S C S P
2745,наконец пугачева отправили в москву где участь его должна была решиться,S S S S C S S S S S P
2746,солдаты кормили его из своих рук и говорили детям которые теснились около его кибитки помните дети что вы видели пугачева,S S S S S S S S C S S S S C C C S S S P
2747,в москве встречен он был многочисленным народом недавно ожидавшим его с нетерпением и едва усмиренным поимкою грозного злодея,S S S S S S C S S S S S S S S S S P
2748,рассказывают что многие женщины падали в обморок от его огненного взора и грозного голоса,C S S S S S S S S S S S S P
2749,чика к отсечению головы,C S S P
2750,шигаев падуров и торнов к виселице осьмнадцать человек к наказанию кнутом и к ссылке на каторжную работу,C S S C S C S C S S S S S S S S P
2751,с утра бесчисленное множество народа столпилось на болоте где воздвигнут был высокий намост,S S S S S S S C S S S S P
2752,кровли домов и лавок усеяны были людьми низкая площадь и ближние улицы заставлены каретами и колясками,S S S S S S C S S S S S S S S P
2753,вдруг все заколебалось и зашумело закричали везут везут,S S S S C C C EX
2754,на нем с открытою головою сидел пугачев насупротив его духовник,S S S S S S C S S P
2755,пугачев пока его везли кланялся на обе стороны,C S S C S S S P
2756,очевидец описывает следующим образом кровавое позорище сани остановились против крыльца лобного места,S S S S S C S S S S S P
2757,при произнесении чтецом имени и прозвища главного злодея также и станицы где он родился обер-полицеймейстер спрашивал его громко ты ли донской казак емелька пугачев,S S S S S S S C S S C S S C S S S C S S S C S Q
2758,он столь же громко ответствовал так государь я донской казак зимовейской станицы емелька пугачев,S S S S C C C S S C S C S P
2759,по прочтении манифеста духовник сказал им несколько слов благословил их и пошел с эшафота,S S S S S S S C S S S S S P
2760,при сем слове экзекутор дал знак палачи бросились раздевать его сорвали белый бараний тулуп стали раздирать рукава шелкового малинового полукафтанья,S S S S S C S S S C S S S C S S S S S P
2761,тогда он сплеснул руками повалился навзничь и в миг окровавленная голова уже висела в воздухе палач имел тайное повеление сократить мучения преступников,S S S C S C S S S S S S S S S S S S S S S P
2762,у трупа отрезали руки и ноги палачи разнесли их по четырем углам эшафота голову показали уже потом и воткнули на высокий кол,S S S S S C S S S S S S C S S S S S S S S P
2763,перфильев перекрестясь простерся ниц и остался недвижим,C C S S S S P
2764,палачи его подняли и казнили так же как и пугачева,S S S S S S C S S P
2765,между тем шигаев падуров и торнов уже висели в последних содроганиях,S S C S S S S S S S P
